time,requestor,role,component,request_type,violation_type,score
2016-08-13 07:12:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-08-13 07:27:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-08-13 07:41:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-08-13 07:55:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-08-13 08:10:00,User A,Analyst,Element 3,Append,No authorization,TRUE
2016-08-13 08:24:00,User A,Analyst,Element 1,Select,No authorization,FALSE
2016-08-13 08:39:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-13 08:53:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-13 09:07:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-13 09:22:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-08-13 09:36:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-08-13 09:51:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-13 10:05:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-13 10:19:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-08-13 10:34:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-08-13 10:48:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-13 11:03:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-13 11:17:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2016-08-13 11:31:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2016-08-13 11:17:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-08-13 11:31:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-13 11:46:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-14 12:00:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-08-14 12:15:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-14 12:29:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-08-14 12:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 12:58:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 01:12:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 01:27:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-08-14 01:41:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 01:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 02:10:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 02:24:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-08-14 02:39:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 02:53:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-14 03:07:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-08-14 03:22:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-14 03:36:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-08-14 03:51:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 04:05:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 04:19:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 04:34:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-08-14 04:48:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 05:03:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 05:17:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 05:31:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-08-14 05:46:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 06:00:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-14 06:15:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-14 06:29:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-14 06:43:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-08-14 06:58:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 07:12:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 07:27:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 07:41:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-08-14 07:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 08:10:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 08:24:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 08:39:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-08-14 08:53:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 09:07:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-14 09:22:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-14 09:36:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-14 09:51:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-08-14 10:05:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 10:19:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 10:34:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 10:48:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-08-14 11:03:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 11:17:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 11:31:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 11:46:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-08-14 12:00:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 12:15:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-14 12:29:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-14 12:43:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-14 12:58:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-08-14 01:12:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 01:27:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 01:41:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 01:55:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-08-14 02:10:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 02:24:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 02:39:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 02:53:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-08-14 03:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 03:22:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-14 03:36:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-14 03:51:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-14 04:05:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-08-14 04:19:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 04:34:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 04:48:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 05:03:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-08-14 05:17:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 05:31:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 05:46:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 06:00:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-08-14 06:15:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 06:29:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-08-14 06:43:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-14 06:58:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-14 07:12:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-08-14 07:27:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-08-14 07:41:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-08-14 07:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 08:10:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 08:24:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-14 08:39:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-14 08:53:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-08-14 09:07:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-08-14 09:22:00,User C,Administrator,Element 3,Select,No authorization,FALSE
2016-08-14 09:36:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 09:51:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-14 10:05:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-08-14 10:19:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-08-14 10:34:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-08-14 10:48:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-14 11:03:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-14 11:17:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-08-14 11:31:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-08-14 11:46:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-08-15 12:00:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-08-15 12:15:00,User A,Analyst,Element 3,Append,No authorization,TRUE
2016-08-15 12:29:00,User A,Analyst,Element 1,Select,No authorization,FALSE
2016-08-15 12:43:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-15 12:58:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-15 01:12:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-15 01:27:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-08-15 01:41:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-08-15 01:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 02:10:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 02:24:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-08-15 02:39:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-08-15 02:53:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 03:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 03:22:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2016-08-15 03:36:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2016-08-15 03:22:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-08-15 03:36:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 03:51:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-15 04:05:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-08-15 04:19:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-15 04:34:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-08-15 04:48:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 05:03:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 05:17:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 05:31:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-08-15 05:46:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 06:00:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 06:15:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 06:29:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-08-15 06:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 06:58:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-15 07:12:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-08-15 07:27:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-15 07:41:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-08-15 07:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 08:10:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 08:24:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 08:39:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-08-15 08:53:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 09:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 09:22:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 09:36:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-08-15 09:51:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 10:05:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-15 10:19:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-15 10:34:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-15 10:48:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-08-15 11:03:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 11:17:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 11:31:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 11:46:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-08-15 12:00:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 12:15:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 12:29:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 12:43:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-08-15 12:58:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 01:12:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-15 01:27:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-15 01:41:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-15 01:55:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-08-15 02:10:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 02:24:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 02:39:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 02:53:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-08-15 03:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 03:22:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 03:36:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 03:51:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-08-15 04:05:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 04:19:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-15 04:34:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-15 04:48:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-15 05:03:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-08-15 05:17:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 05:31:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 05:46:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 06:00:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-08-15 06:15:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 06:29:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 06:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 06:58:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-08-15 07:12:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 07:27:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-15 07:41:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-15 07:55:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-15 08:10:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-08-15 08:24:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 08:39:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 08:53:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 09:07:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-08-15 09:22:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 09:36:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 09:51:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 10:05:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-08-15 10:19:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-08-15 10:34:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-08-15 10:48:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-15 11:03:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-08-15 11:17:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-08-15 11:31:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-08-15 11:46:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-08-16 12:00:00,User A,Analyst,Table 1,Select,No authorization,FALSE
